NAME,TBNAME,TBCREATOR
TYPE,TABCONST,SYSCAT  
BMODULEID,TABDEP,SYSCAT  
BMODULENAME,TABDEP,SYSCAT  
BNAME,TABDEP,SYSCAT  
BSCHEMA,TABDEP,SYSCAT  
BTYPE,TABDEP,SYSCAT  
DEFINER,TABDEP,SYSCAT  
DTYPE,TABDEP,SYSCAT  
OWNER,TABDEP,SYSCAT  
OWNERTYPE,TABDEP,SYSCAT  
TABAUTH,TABDEP,SYSCAT  
TABNAME,TABDEP,SYSCAT  
TABSCHEMA,TABDEP,SYSCAT  
VARAUTH,TABDEP,SYSCAT  
DEPTABNAME,TABDETACHEDDEP,SYSCAT  
DEPTABSCHEMA,TABDETACHEDDEP,SYSCAT  
TABNAME,TABDETACHEDDEP,SYSCAT  
TABSCHEMA,TABDETACHEDDEP,SYSCAT  
ACCESS_MODE,TABLES,SYSCAT  
ACTIVE_BLOCKS,TABLES,SYSCAT  
ALTER_TIME,TABLES,SYSCAT  
APPEND_MODE,TABLES,SYSCAT  
AUDITEXCEPTIONENABLED,TABLES,SYSCAT  
AUDITPOLICYID,TABLES,SYSCAT  
AUDITPOLICYNAME,TABLES,SYSCAT  
AVGCOMPRESSEDROWSIZE,TABLES,SYSCAT  
AVGROWCOMPRESSIONRATIO,TABLES,SYSCAT  
AVGROWSIZE,TABLES,SYSCAT  
BASE_TABNAME,TABLES,SYSCAT  
BASE_TABSCHEMA,TABLES,SYSCAT  
CARD,TABLES,SYSCAT  
CHECKCOUNT,TABLES,SYSCAT  
CHILDREN,TABLES,SYSCAT  
CLUSTERED,TABLES,SYSCAT  
CODEPAGE,TABLES,SYSCAT  
COLCOUNT,TABLES,SYSCAT  
COLLATIONNAME,TABLES,SYSCAT  
COLLATIONNAME_ORDERBY,TABLES,SYSCAT  
COLLATIONSCHEMA,TABLES,SYSCAT  
COLLATIONSCHEMA_ORDERBY,TABLES,SYSCAT  
COMPRESSION,TABLES,SYSCAT  
CONST_CHECKED,TABLES,SYSCAT  
CONTROL,TABLES,SYSCAT  
CREATE_TIME,TABLES,SYSCAT  
DATACAPTURE,TABLES,SYSCAT  
DEFINER,TABLES,SYSCAT  
DROPRULE,TABLES,SYSCAT  
ENCODING_SCHEME,TABLES,SYSCAT  
EXTENDED_ROW_SIZE,TABLES,SYSCAT  
FPAGES,TABLES,SYSCAT  
INDEX_TBSPACE,TABLES,SYSCAT  
INVALIDATE_TIME,TABLES,SYSCAT  
KEYCOLUMNS,TABLES,SYSCAT  
KEYINDEXID,TABLES,SYSCAT  
KEYUNIQUE,TABLES,SYSCAT  
LASTUSED,TABLES,SYSCAT  
LAST_REGEN_TIME,TABLES,SYSCAT  
LOCKSIZE,TABLES,SYSCAT  
LOGGED,TABLES,SYSCAT  
LOGINDEXBUILD,TABLES,SYSCAT  
LOG_ATTRIBUTE,TABLES,SYSCAT  
LONG_TBSPACE,TABLES,SYSCAT  
MAXFREESPACESEARCH,TABLES,SYSCAT  
MPAGES,TABLES,SYSCAT  
NFILES,TABLES,SYSCAT  
NPAGES,TABLES,SYSCAT  
NPARTITIONS,TABLES,SYSCAT  
ONCOMMIT,TABLES,SYSCAT  
ONROLLBACK,TABLES,SYSCAT  
OVERFLOW,TABLES,SYSCAT  
OWNER,TABLES,SYSCAT  
OWNERTYPE,TABLES,SYSCAT  
PARENTS,TABLES,SYSCAT  
PARTITION_MODE,TABLES,SYSCAT  
PCTEXTENDEDROWS,TABLES,SYSCAT  
PCTFREE,TABLES,SYSCAT  
PCTPAGESSAVED,TABLES,SYSCAT  
PCTROWSCOMPRESSED,TABLES,SYSCAT  
PMAP_ID,TABLES,SYSCAT  
PROPERTY,TABLES,SYSCAT  
PROTECTIONGRANULARITY,TABLES,SYSCAT  
REFRESH,TABLES,SYSCAT  
REFRESH_TIME,TABLES,SYSCAT  
REMARKS,TABLES,SYSCAT  
ROWCOMPMODE,TABLES,SYSCAT  
ROWTYPENAME,TABLES,SYSCAT  
ROWTYPESCHEMA,TABLES,SYSCAT  
ROW_FORMAT,TABLES,SYSCAT  
SECPOLICYID,TABLES,SYSCAT  
SELFREFS,TABLES,SYSCAT  
STATISTICS_PROFILE,TABLES,SYSCAT  
STATS_TIME,TABLES,SYSCAT  
STATUS,TABLES,SYSCAT  
TABLEID,TABLES,SYSCAT  
TABLEORG,TABLES,SYSCAT  
TABLESIZE,TABLES,SYSCAT  
TABNAME,TABLES,SYSCAT  
TABSCHEMA,TABLES,SYSCAT  
TBSPACE,TABLES,SYSCAT  
TBSPACEID,TABLES,SYSCAT  
TEMPORALTYPE,TABLES,SYSCAT  
TYPE,TABLES,SYSCAT  
VOLATILE,TABLES,SYSCAT  
BUFFERPOOLID,TABLESPACES,SYSCAT  
CACHINGTIER,TABLESPACES,SYSCAT  
CREATE_TIME,TABLESPACES,SYSCAT  
DATATAG,TABLESPACES,SYSCAT  
DATATYPE,TABLESPACES,SYSCAT  
DBPGNAME,TABLESPACES,SYSCAT  
DEFINER,TABLESPACES,SYSCAT  
DROP_RECOVERY,TABLESPACES,SYSCAT  
EFFECTIVEPREFETCHSIZE,TABLESPACES,SYSCAT  
EXTENTSIZE,TABLESPACES,SYSCAT  
NGNAME,TABLESPACES,SYSCAT  
OVERHEAD,TABLESPACES,SYSCAT  
OWNER,TABLESPACES,SYSCAT  
OWNERTYPE,TABLESPACES,SYSCAT  
PAGESIZE,TABLESPACES,SYSCAT  
PREFETCHSIZE,TABLESPACES,SYSCAT  
REMARKS,TABLESPACES,SYSCAT  
SGID,TABLESPACES,SYSCAT  
SGNAME,TABLESPACES,SYSCAT  
TBSPACE,TABLESPACES,SYSCAT  
TBSPACEID,TABLESPACES,SYSCAT  
TBSPACETYPE,TABLESPACES,SYSCAT  
TRANSFERRATE,TABLESPACES,SYSCAT  
WRITEOVERHEAD,TABLESPACES,SYSCAT  
WRITETRANSFERRATE,TABLESPACES,SYSCAT  
OPTION,TABOPTIONS,SYSCAT  
SETTING,TABOPTIONS,SYSCAT  
TABNAME,TABOPTIONS,SYSCAT  
TABSCHEMA,TABOPTIONS,SYSCAT  
GRANTEE,TBSPACEAUTH,SYSCAT  
GRANTEETYPE,TBSPACEAUTH,SYSCAT  
GRANTOR,TBSPACEAUTH,SYSCAT  
GRANTORTYPE,TBSPACEAUTH,SYSCAT  
TBSPACE,TBSPACEAUTH,SYSCAT  
USEAUTH,TBSPACEAUTH,SYSCAT  
ALTER_TIME,THRESHOLDS,SYSCAT  
CHECKINTERVAL,THRESHOLDS,SYSCAT  
COLLECTACTDATA,THRESHOLDS,SYSCAT  
COLLECTACTPARTITION,THRESHOLDS,SYSCAT  
CREATE_TIME,THRESHOLDS,SYSCAT  
DATATAGLIST,THRESHOLDS,SYSCAT  
DOMAIN,THRESHOLDS,SYSCAT  
DOMAINID,THRESHOLDS,SYSCAT  
ENABLED,THRESHOLDS,SYSCAT  
ENFORCEMENT,THRESHOLDS,SYSCAT  
EXECUTION,THRESHOLDS,SYSCAT  
MAXVALUE,THRESHOLDS,SYSCAT  
ORIGIN,THRESHOLDS,SYSCAT  
OVERFLOWPERCENT,THRESHOLDS,SYSCAT  
QUEUESIZE,THRESHOLDS,SYSCAT  
QUEUING,THRESHOLDS,SYSCAT  
REMAPSCID,THRESHOLDS,SYSCAT  
REMARKS,THRESHOLDS,SYSCAT  
THRESHOLDCLASS,THRESHOLDS,SYSCAT  
THRESHOLDID,THRESHOLDS,SYSCAT  
THRESHOLDNAME,THRESHOLDS,SYSCAT  
THRESHOLDPREDICATE,THRESHOLDS,SYSCAT  
THRESHOLDPREDICATEID,THRESHOLDS,SYSCAT  
VIOLATIONRECORDLOGGED,THRESHOLDS,SYSCAT  
FORMAT,TRANSFORMS,SYSCAT  
FUNCID,TRANSFORMS,SYSCAT  
FUNCNAME,TRANSFORMS,SYSCAT  
FUNCSCHEMA,TRANSFORMS,SYSCAT  
GROUPNAME,TRANSFORMS,SYSCAT  
MAXLENGTH,TRANSFORMS,SYSCAT  
ORIGIN,TRANSFORMS,SYSCAT  
REMARKS,TRANSFORMS,SYSCAT  
SPECIFICNAME,TRANSFORMS,SYSCAT  
TRANSFORMTYPE,TRANSFORMS,SYSCAT  
TYPEID,TRANSFORMS,SYSCAT  
TYPENAME,TRANSFORMS,SYSCAT  
TYPESCHEMA,TRANSFORMS,SYSCAT  
BMODULEID,TRIGDEP,SYSCAT  
BMODULENAME,TRIGDEP,SYSCAT  
BNAME,TRIGDEP,SYSCAT  
BSCHEMA,TRIGDEP,SYSCAT  
BTYPE,TRIGDEP,SYSCAT  
TABAUTH,TRIGDEP,SYSCAT  
TRIGNAME,TRIGDEP,SYSCAT  
TRIGSCHEMA,TRIGDEP,SYSCAT  
ALTER_TIME,TRIGGERS,SYSCAT  
COLLATIONNAME,TRIGGERS,SYSCAT  
COLLATIONNAME_ORDERBY,TRIGGERS,SYSCAT  
COLLATIONSCHEMA,TRIGGERS,SYSCAT  
COLLATIONSCHEMA_ORDERBY,TRIGGERS,SYSCAT  
COMPILE_OPTIONS,TRIGGERS,SYSCAT  
CREATE_TIME,TRIGGERS,SYSCAT  
DEBUG_MODE,TRIGGERS,SYSCAT  
DEFINER,TRIGGERS,SYSCAT  
ENABLED,TRIGGERS,SYSCAT  
ENVSTRINGUNITS,TRIGGERS,SYSCAT  
EVENTDELETE,TRIGGERS,SYSCAT  
EVENTINSERT,TRIGGERS,SYSCAT  
EVENTUPDATE,TRIGGERS,SYSCAT  
FUNC_PATH,TRIGGERS,SYSCAT  
GRANULARITY,TRIGGERS,SYSCAT  
LAST_REGEN_TIME,TRIGGERS,SYSCAT  
LIB_ID,TRIGGERS,SYSCAT  
OWNER,TRIGGERS,SYSCAT  
OWNERTYPE,TRIGGERS,SYSCAT  
PRECOMPILE_OPTIONS,TRIGGERS,SYSCAT  
QUALIFIER,TRIGGERS,SYSCAT  
REMARKS,TRIGGERS,SYSCAT  
SECURE,TRIGGERS,SYSCAT  
TABNAME,TRIGGERS,SYSCAT  
TABSCHEMA,TRIGGERS,SYSCAT  
TEXT,TRIGGERS,SYSCAT  
TRIGEVENT,TRIGGERS,SYSCAT  
TRIGNAME,TRIGGERS,SYSCAT  
TRIGSCHEMA,TRIGGERS,SYSCAT  
TRIGTIME,TRIGGERS,SYSCAT  
VALID,TRIGGERS,SYSCAT  
BIT_DATA,TYPEMAPPINGS,SYSCAT  
CREATE_TIME,TYPEMAPPINGS,SYSCAT  
DEFINER,TYPEMAPPINGS,SYSCAT  
LENGTH,TYPEMAPPINGS,SYSCAT  
LOWER_LEN,TYPEMAPPINGS,SYSCAT  
LOWER_SCALE,TYPEMAPPINGS,SYSCAT  
MAPPINGDIRECTION,TYPEMAPPINGS,SYSCAT  
OWNER,TYPEMAPPINGS,SYSCAT  
OWNERTYPE,TYPEMAPPINGS,SYSCAT  
REMARKS,TYPEMAPPINGS,SYSCAT  
REMOTE_BIT_DATA,TYPEMAPPINGS,SYSCAT  
REMOTE_LOWER_LEN,TYPEMAPPINGS,SYSCAT  
REMOTE_LOWER_SCALE,TYPEMAPPINGS,SYSCAT  
REMOTE_META_TYPE,TYPEMAPPINGS,SYSCAT  
REMOTE_S_OPR_P,TYPEMAPPINGS,SYSCAT  
REMOTE_TYPENAME,TYPEMAPPINGS,SYSCAT  
REMOTE_TYPESCHEMA,TYPEMAPPINGS,SYSCAT  
REMOTE_UPPER_LEN,TYPEMAPPINGS,SYSCAT  
REMOTE_UPPER_SCALE,TYPEMAPPINGS,SYSCAT  
SCALE,TYPEMAPPINGS,SYSCAT  
SERVERNAME,TYPEMAPPINGS,SYSCAT  
SERVERTYPE,TYPEMAPPINGS,SYSCAT  
SERVERVERSION,TYPEMAPPINGS,SYSCAT  
SOURCETYPEID,TYPEMAPPINGS,SYSCAT  
S_OPR_P,TYPEMAPPINGS,SYSCAT  
TYPEID,TYPEMAPPINGS,SYSCAT  
TYPENAME,TYPEMAPPINGS,SYSCAT  
TYPESCHEMA,TYPEMAPPINGS,SYSCAT  
TYPE_MAPPING,TYPEMAPPINGS,SYSCAT  
UPPER_LEN,TYPEMAPPINGS,SYSCAT  
UPPER_SCALE,TYPEMAPPINGS,SYSCAT  
USER_DEFINED,TYPEMAPPINGS,SYSCAT  
WRAPNAME,TYPEMAPPINGS,SYSCAT  
ACTIVEDURATION,USAGELISTS,SYSCAT  
AUTOSTART,USAGELISTS,SYSCAT  
MAXLISTSIZE,USAGELISTS,SYSCAT  
OBJECTNAME,USAGELISTS,SYSCAT  
OBJECTSCHEMA,USAGELISTS,SYSCAT  
OBJECTTYPE,USAGELISTS,SYSCAT  
REMARKS,USAGELISTS,SYSCAT  
STATUS,USAGELISTS,SYSCAT  
USAGELISTID,USAGELISTS,SYSCAT  
USAGELISTNAME,USAGELISTS,SYSCAT  
USAGELISTSCHEMA,USAGELISTS,SYSCAT  
WHENFULL,USAGELISTS,SYSCAT  
AUTHID,USEROPTIONS,SYSCAT  
AUTHIDTYPE,USEROPTIONS,SYSCAT  
OPTION,USEROPTIONS,SYSCAT  
SERVERNAME,USEROPTIONS,SYSCAT  
SETTING,USEROPTIONS,SYSCAT  
GRANTEE,VARIABLEAUTH,SYSCAT  
GRANTEETYPE,VARIABLEAUTH,SYSCAT  
GRANTOR,VARIABLEAUTH,SYSCAT  
GRANTORTYPE,VARIABLEAUTH,SYSCAT  
READAUTH,VARIABLEAUTH,SYSCAT  
VARID,VARIABLEAUTH,SYSCAT  
VARNAME,VARIABLEAUTH,SYSCAT  
VARSCHEMA,VARIABLEAUTH,SYSCAT  
WRITEAUTH,VARIABLEAUTH,SYSCAT  
BMODULEID,VARIABLEDEP,SYSCAT  
BMODULENAME,VARIABLEDEP,SYSCAT  
BNAME,VARIABLEDEP,SYSCAT  
BSCHEMA,VARIABLEDEP,SYSCAT  
BTYPE,VARIABLEDEP,SYSCAT  
TABAUTH,VARIABLEDEP,SYSCAT  
VARMODULEID,VARIABLEDEP,SYSCAT  
VARMODULENAME,VARIABLEDEP,SYSCAT  
VARNAME,VARIABLEDEP,SYSCAT  
VARSCHEMA,VARIABLEDEP,SYSCAT  
CODEPAGE,VARIABLES,SYSCAT  
COLLATIONNAME,VARIABLES,SYSCAT  
COLLATIONNAME_ORDERBY,VARIABLES,SYSCAT  
COLLATIONSCHEMA,VARIABLES,SYSCAT  
COLLATIONSCHEMA_ORDERBY,VARIABLES,SYSCAT  
CREATE_TIME,VARIABLES,SYSCAT  
DEFAULT,VARIABLES,SYSCAT  
ENVSTRINGUNITS,VARIABLES,SYSCAT  
FUNC_PATH,VARIABLES,SYSCAT  
LAST_REGEN_TIME,VARIABLES,SYSCAT  
LENGTH,VARIABLES,SYSCAT  
NULLS,VARIABLES,SYSCAT  
OWNER,VARIABLES,SYSCAT  
OWNERTYPE,VARIABLES,SYSCAT  
PUBLISHED,VARIABLES,SYSCAT  
QUALIFIER,VARIABLES,SYSCAT  
READONLY,VARIABLES,SYSCAT  
REMARKS,VARIABLES,SYSCAT  
SCALE,VARIABLES,SYSCAT  
SCOPE,VARIABLES,SYSCAT  
STRINGUNITSLENGTH,VARIABLES,SYSCAT  
TYPEMODULEID,VARIABLES,SYSCAT  
TYPEMODULENAME,VARIABLES,SYSCAT  
TYPENAME,VARIABLES,SYSCAT  
TYPESCHEMA,VARIABLES,SYSCAT  
TYPESTRINGUNITS,VARIABLES,SYSCAT  
VALID,VARIABLES,SYSCAT  
VARID,VARIABLES,SYSCAT  
VARMODULEID,VARIABLES,SYSCAT  
VARMODULENAME,VARIABLES,SYSCAT  
VARNAME,VARIABLES,SYSCAT  
VARSCHEMA,VARIABLES,SYSCAT  
BMODULEID,VIEWDEP,SYSCAT  
BMODULENAME,VIEWDEP,SYSCAT  
BNAME,VIEWDEP,SYSCAT  
BSCHEMA,VIEWDEP,SYSCAT  
BTYPE,VIEWDEP,SYSCAT  
DEFINER,VIEWDEP,SYSCAT  
DTYPE,VIEWDEP,SYSCAT  
OWNER,VIEWDEP,SYSCAT  
TABAUTH,VIEWDEP,SYSCAT  
VIEWNAME,VIEWDEP,SYSCAT  
VIEWSCHEMA,VIEWDEP,SYSCAT  
DEFINER,VIEWS,SYSCAT  
ENVSTRINGUNITS,VIEWS,SYSCAT  
FUNC_PATH,VIEWS,SYSCAT  
OWNER,VIEWS,SYSCAT  
OWNERTYPE,VIEWS,SYSCAT  
QUALIFIER,VIEWS,SYSCAT  
READONLY,VIEWS,SYSCAT  
SEQNO,VIEWS,SYSCAT  
TEXT,VIEWS,SYSCAT  
VALID,VIEWS,SYSCAT  
VIEWCHECK,VIEWS,SYSCAT  
VIEWNAME,VIEWS,SYSCAT  
VIEWSCHEMA,VIEWS,SYSCAT  
ACTIONID,WORKACTIONS,SYSCAT  
ACTIONNAME,WORKACTIONS,SYSCAT  
ACTIONSETID,WORKACTIONS,SYSCAT  
ACTIONSETNAME,WORKACTIONS,SYSCAT  
ACTIONTYPE,WORKACTIONS,SYSCAT  
ALTER_TIME,WORKACTIONS,SYSCAT  
CREATE_TIME,WORKACTIONS,SYSCAT  
ENABLED,WORKACTIONS,SYSCAT  
REFOBJECTID,WORKACTIONS,SYSCAT  
REFOBJECTTYPE,WORKACTIONS,SYSCAT  
SECTIONACTUALSOPTIONS,WORKACTIONS,SYSCAT  
WORKCLASSID,WORKACTIONS,SYSCAT  
WORKCLASSNAME,WORKACTIONS,SYSCAT  
ACTIONSETID,WORKACTIONSETS,SYSCAT  
ACTIONSETNAME,WORKACTIONSETS,SYSCAT  
ALTER_TIME,WORKACTIONSETS,SYSCAT  
CREATE_TIME,WORKACTIONSETS,SYSCAT  
ENABLED,WORKACTIONSETS,SYSCAT  
OBJECTID,WORKACTIONSETS,SYSCAT  
OBJECTNAME,WORKACTIONSETS,SYSCAT  
OBJECTTYPE,WORKACTIONSETS,SYSCAT  
REMARKS,WORKACTIONSETS,SYSCAT  
WORKCLASSSETID,WORKACTIONSETS,SYSCAT  
WORKCLASSSETNAME,WORKACTIONSETS,SYSCAT  
TYPE,WORKCLASSATTRIBUTES,SYSCAT  
VALUE1,WORKCLASSATTRIBUTES,SYSCAT  
VALUE2,WORKCLASSATTRIBUTES,SYSCAT  
VALUE3,WORKCLASSATTRIBUTES,SYSCAT  
WORKCLASSID,WORKCLASSATTRIBUTES,SYSCAT  
WORKCLASSNAME,WORKCLASSATTRIBUTES,SYSCAT  
WORKCLASSSETID,WORKCLASSATTRIBUTES,SYSCAT  
WORKCLASSSETNAME,WORKCLASSATTRIBUTES,SYSCAT  
ALTER_TIME,WORKCLASSES,SYSCAT  
CREATE_TIME,WORKCLASSES,SYSCAT  
EVALUATIONORDER,WORKCLASSES,SYSCAT  
WORKCLASSID,WORKCLASSES,SYSCAT  
WORKCLASSNAME,WORKCLASSES,SYSCAT  
WORKCLASSSETID,WORKCLASSES,SYSCAT  
WORKCLASSSETNAME,WORKCLASSES,SYSCAT  
ALTER_TIME,WORKCLASSSETS,SYSCAT  
CREATE_TIME,WORKCLASSSETS,SYSCAT  
REMARKS,WORKCLASSSETS,SYSCAT  
WORKCLASSSETID,WORKCLASSSETS,SYSCAT  
WORKCLASSSETNAME,WORKCLASSSETS,SYSCAT  
GRANTEE,WORKLOADAUTH,SYSCAT  
GRANTEETYPE,WORKLOADAUTH,SYSCAT  
GRANTOR,WORKLOADAUTH,SYSCAT  
GRANTORTYPE,WORKLOADAUTH,SYSCAT  
USAGEAUTH,WORKLOADAUTH,SYSCAT  
WORKLOADID,WORKLOADAUTH,SYSCAT  
WORKLOADNAME,WORKLOADAUTH,SYSCAT  
CONNATTRTYPE,WORKLOADCONNATTR,SYSCAT  
CONNATTRVALUE,WORKLOADCONNATTR,SYSCAT  
WORKLOADID,WORKLOADCONNATTR,SYSCAT  
WORKLOADNAME,WORKLOADCONNATTR,SYSCAT  
ALLOWACCESS,WORKLOADS,SYSCAT  
ALTER_TIME,WORKLOADS,SYSCAT  
COLLECTACTDATA,WORKLOADS,SYSCAT  
COLLECTACTMETRICS,WORKLOADS,SYSCAT  
COLLECTACTPARTITION,WORKLOADS,SYSCAT  
COLLECTAGGACTDATA,WORKLOADS,SYSCAT  
COLLECTAGGUOWDATA,WORKLOADS,SYSCAT  
COLLECTDEADLOCK,WORKLOADS,SYSCAT  
COLLECTLOCKTIMEOUT,WORKLOADS,SYSCAT  
COLLECTLOCKWAIT,WORKLOADS,SYSCAT  
COLLECTUOWDATA,WORKLOADS,SYSCAT  
COLLECTUOWDATAOPTIONS,WORKLOADS,SYSCAT  
CREATE_TIME,WORKLOADS,SYSCAT  
ENABLED,WORKLOADS,SYSCAT  
EVALUATIONORDER,WORKLOADS,SYSCAT  
EXTERNALNAME,WORKLOADS,SYSCAT  
LOCKWAITVALUE,WORKLOADS,SYSCAT  
MAXDEGREE,WORKLOADS,SYSCAT  
PARENTSERVICECLASSNAME,WORKLOADS,SYSCAT  
PRIORITY,WORKLOADS,SYSCAT  
REMARKS,WORKLOADS,SYSCAT  
SECTIONACTUALSOPTIONS,WORKLOADS,SYSCAT  
SERVICECLASSNAME,WORKLOADS,SYSCAT  
WORKLOADID,WORKLOADS,SYSCAT  
WORKLOADNAME,WORKLOADS,SYSCAT  
OPTION,WRAPOPTIONS,SYSCAT  
SETTING,WRAPOPTIONS,SYSCAT  
WRAPNAME,WRAPOPTIONS,SYSCAT  
LIBRARY,WRAPPERS,SYSCAT  
REMARKS,WRAPPERS,SYSCAT  
WRAPNAME,WRAPPERS,SYSCAT  
WRAPTYPE,WRAPPERS,SYSCAT  
WRAPVERSION,WRAPPERS,SYSCAT  
NAMESPACE,XDBMAPGRAPHS,SYSCAT  
OBJECTID,XDBMAPGRAPHS,SYSCAT  
OBJECTNAME,XDBMAPGRAPHS,SYSCAT  
OBJECTSCHEMA,XDBMAPGRAPHS,SYSCAT  
ROOTELEMENT,XDBMAPGRAPHS,SYSCAT  
SCHEMAGRAPHID,XDBMAPGRAPHS,SYSCAT  
MAPPINGDESCRIPTION,XDBMAPSHREDTREES,SYSCAT  
OBJECTID,XDBMAPSHREDTREES,SYSCAT  
OBJECTNAME,XDBMAPSHREDTREES,SYSCAT  
OBJECTSCHEMA,XDBMAPSHREDTREES,SYSCAT  
SCHEMAGRAPHID,XDBMAPSHREDTREES,SYSCAT  
SHREDTREEID,XDBMAPSHREDTREES,SYSCAT  
STRING,XMLSTRINGS,SYSCAT  
STRINGID,XMLSTRINGS,SYSCAT  
STRING_UTF8,XMLSTRINGS,SYSCAT  
GRANTEE,XSROBJECTAUTH,SYSCAT  
GRANTEETYPE,XSROBJECTAUTH,SYSCAT  
GRANTOR,XSROBJECTAUTH,SYSCAT  
GRANTORTYPE,XSROBJECTAUTH,SYSCAT  
OBJECTID,XSROBJECTAUTH,SYSCAT  
USAGEAUTH,XSROBJECTAUTH,SYSCAT  
COMPONENT,XSROBJECTCOMPONENTS,SYSCAT  
COMPONENTID,XSROBJECTCOMPONENTS,SYSCAT  
CREATE_TIME,XSROBJECTCOMPONENTS,SYSCAT  
OBJECTID,XSROBJECTCOMPONENTS,SYSCAT  
OBJECTNAME,XSROBJECTCOMPONENTS,SYSCAT  
OBJECTSCHEMA,XSROBJECTCOMPONENTS,SYSCAT  
SCHEMALOCATION,XSROBJECTCOMPONENTS,SYSCAT  
STATUS,XSROBJECTCOMPONENTS,SYSCAT  
TARGETNAMESPACE,XSROBJECTCOMPONENTS,SYSCAT  
BMODULEID,XSROBJECTDEP,SYSCAT  
BMODULENAME,XSROBJECTDEP,SYSCAT  
BNAME,XSROBJECTDEP,SYSCAT  
BSCHEMA,XSROBJECTDEP,SYSCAT  
BTYPE,XSROBJECTDEP,SYSCAT  
OBJECTID,XSROBJECTDEP,SYSCAT  
OBJECTNAME,XSROBJECTDEP,SYSCAT  
OBJECTSCHEMA,XSROBJECTDEP,SYSCAT  
TABAUTH,XSROBJECTDEP,SYSCAT  
GRAMMAR,XSROBJECTDETAILS,SYSCAT  
OBJECTID,XSROBJECTDETAILS,SYSCAT  
OBJECTNAME,XSROBJECTDETAILS,SYSCAT  
OBJECTSCHEMA,XSROBJECTDETAILS,SYSCAT  
PROPERTIES,XSROBJECTDETAILS,SYSCAT  
COMPONENTID,XSROBJECTHIERARCHIES,SYSCAT  
HTYPE,XSROBJECTHIERARCHIES,SYSCAT  
OBJECTID,XSROBJECTHIERARCHIES,SYSCAT  
SCHEMALOCATION,XSROBJECTHIERARCHIES,SYSCAT  
TARGETNAMESPACE,XSROBJECTHIERARCHIES,SYSCAT  
ALTER_TIME,XSROBJECTS,SYSCAT  
CREATE_TIME,XSROBJECTS,SYSCAT  
DECOMPOSITION,XSROBJECTS,SYSCAT  
OBJECTID,XSROBJECTS,SYSCAT  
OBJECTINFO,XSROBJECTS,SYSCAT  
OBJECTNAME,XSROBJECTS,SYSCAT  
OBJECTSCHEMA,XSROBJECTS,SYSCAT  
OBJECTTYPE,XSROBJECTS,SYSCAT  
OWNER,XSROBJECTS,SYSCAT  
OWNERTYPE,XSROBJECTS,SYSCAT  
REMARKS,XSROBJECTS,SYSCAT  
SCHEMALOCATION,XSROBJECTS,SYSCAT  
STATUS,XSROBJECTS,SYSCAT  
TARGETNAMESPACE,XSROBJECTS,SYSCAT  
CHECK_CLAUSE,CHECK_CONSTRAINTS,SYSIBM  
CONSTRAINT_CATALOG,CHECK_CONSTRAINTS,SYSIBM  
CONSTRAINT_NAME,CHECK_CONSTRAINTS,SYSIBM  
CONSTRAINT_SCHEMA,CHECK_CONSTRAINTS,SYSIBM  
CHARACTER_MAXIMUM_LENGTH,COLUMNS,SYSIBM  
CHARACTER_OCTET_LENGTH,COLUMNS,SYSIBM  
CHARACTER_SET_CATALOG,COLUMNS,SYSIBM  
CHARACTER_SET_NAME,COLUMNS,SYSIBM  
CHARACTER_SET_SCHEMA,COLUMNS,SYSIBM  
COLLATION_CATALOG,COLUMNS,SYSIBM  
COLLATION_NAME,COLUMNS,SYSIBM  
COLLATION_SCHEMA,COLUMNS,SYSIBM  
COLUMN_DEFAULT,COLUMNS,SYSIBM  
COLUMN_NAME,COLUMNS,SYSIBM  
DATA_TYPE,COLUMNS,SYSIBM  
DATETIME_PRECISION,COLUMNS,SYSIBM  
DOMAIN_CATALOG,COLUMNS,SYSIBM  
DOMAIN_NAME,COLUMNS,SYSIBM  
DOMAIN_SCHEMA,COLUMNS,SYSIBM  
DTD_IDENTIFIER,COLUMNS,SYSIBM  
INTERVAL_PRECISION,COLUMNS,SYSIBM  
INTERVAL_TYPE,COLUMNS,SYSIBM  
IS_NULLABLE,COLUMNS,SYSIBM  
IS_SELF_REFERENCING,COLUMNS,SYSIBM  
MAXIMUM_CARDINALITY,COLUMNS,SYSIBM  
NUMERIC_PRECISION,COLUMNS,SYSIBM  
NUMERIC_PRECISION_RADIX,COLUMNS,SYSIBM  
NUMERIC_SCALE,COLUMNS,SYSIBM  
ORDINAL_POSITION,COLUMNS,SYSIBM  
SCOPE_CATALOG,COLUMNS,SYSIBM  
SCOPE_NAME,COLUMNS,SYSIBM  
SCOPE_SCHEMA,COLUMNS,SYSIBM  
TABLE_CATALOG,COLUMNS,SYSIBM  
TABLE_NAME,COLUMNS,SYSIBM  
TABLE_SCHEMA,COLUMNS,SYSIBM  
UDT_CATALOG,COLUMNS,SYSIBM  
UDT_NAME,COLUMNS,SYSIBM  
UDT_SCHEMA,COLUMNS,SYSIBM  
CHARACTER_SET_NAME,COLUMNS_S,SYSIBM  
CHAR_MAX_LENGTH,COLUMNS_S,SYSIBM  
CHAR_OCTET_LENGTH,COLUMNS_S,SYSIBM  
CHAR_SET_CATALOG,COLUMNS_S,SYSIBM  
CHAR_SET_SCHEMA,COLUMNS_S,SYSIBM  
COLLATION_CATALOG,COLUMNS_S,SYSIBM  
